tree_id,tweet_id,user_id,text,retweet_count,favorite_count
4_6,295957059285966851,383066840,that's a true medic . ' first do no harm ' if they didn't help they'd be doing harm regardless if the guy is an ass-hat .,0,0
4_7,295958056481730560,20553369,. i'm having trouble believing a state so full of segregation would actually employ black nursing staff during that period ?,1,5
4_8,295959367302385665,19965248,you would be right jason ! <url>,1,2
4_9,295963190074957824,98732712,we need a beer mate,0,0
4_10,295968181451890690,117200881,"it may not be from that ' period ' . great find , truth or fiction .",0,0
4_11,295974166807592961,222069643,"yep , i used to watch er , too : - ]",0,0
4_12,296433162593124352,25622585,the woman looks a bit like octavia spencer .,0,0
4_13,296437525885636608,603664277,why you save that faggots ... just let him die,0,0
4_14,296759329812525056,579519897,amazing,0,0
4_15,296767937002491904,217288475,rt : a photo of black nurses saving the life of a kkk <url>,0,0
4_16,296770052299030531,633044014,diañe ! que fuerte.. .,0,0
4_17,296771362410885120,521651709,the nurse on the far right saw some kfc during the operation .,0,0
4_18,296893838117707776,985880413,what's the since ?,0,0
4_19,299086144036020224,255176532,w0w rt : a photo of black nurses saving the life of a kkk member . <url>,0,0
4_20,299647961544146944,1050920466,i would have left him .,0,0
4_21,299953062276112385,64274798,ain't that some shit . “ : a photo of black nurses saving the life of a kkk member . <url> ”,1,0
4_22,302103797461827584,136036526,“ : a photo of black nurses saving the life of a kkk member . <url> ” ha,0,0
4_23,305746224659697665,32505133,christianity wwjd,0,0
4_24,315870302271840258,334355443,that's really sweet but ... um. .,0,0
4_25,316688415229898753,56699328,“ : a photo of black nurses saving the life of a kkk member . <url> ” transformational leadership mace12,1,0
4_26,316689040759996416,524578825,hahaha : - ),0,0
4_27,316689811098447874,47027797,they some good ones ! rt “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
4_28,316689812704874497,862039508,“ : a photo of black nurses saving the life of a kkk member . <url> ” 🙏,0,0
4_29,316690202687074305,378159507,"“ : a photo of black nurses saving the life of a kkk member . <url> ” omg , thats so humble and kind ! aw",0,0
4_30,316690691885506560,1037665976,“ : a photo of black nurses saving the life of a kkk member . <url> ” so powerful.. .,0,0
4_31,316691026184110080,392944148,"erm...if i were one of those nurse , itd be mandatory break time .",0,0
4_32,316694032443113472,353905582,"wow , respect earned .",0,0
4_33,316698408607961089,235219497,“ : a photo of black nurses saving the life of a kkk member . <url> ” whaaaaaaaaaaat ! ? ! ?,0,0
4_34,316749489400582144,363447187,this shit is fake as fuck,0,0
4_35,316772001991774208,1300331617,thanx u 4 saving a life .,0,0
4_36,316812898796195841,126639483,“ : a photo of black nurses saving the life of a kkk member . <url> ” wow,0,0
4_37,316834904761581568,348982723,"sadly , that picture is a hoax",0,0
4_38,317006660596015104,309257130,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
4_39,317598378047438848,78769020,the nurses would have got fired if they didn't do their job . racism,0,0
4_40,317692980624519168,446559309,“ : a photo of black nurses saving the life of a kkk member . <url> ” <url>,0,0
4_41,317695252544774145,1104692564,“ : a photo of black nurses saving the life of a kkk member . <url> ” shiiiiiiiit i'm laughing irony,0,0
4_42,317696301603115009,62513047,wow ... “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
4_43,317698695422414848,557760012,“ : a photo of black nurses saving the life of a kkk member . <url> ” ohtheirony,0,0
4_44,317702286023471104,907774952,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,1
4_45,317702398883819520,534762081,😂 😂 😂 😂 😂 😂 😂,0,0
4_46,317707616195342337,486282775,“ : a photo of black nurses saving the life of a kkk member . <url> ” this ... . speechless,0,0
4_47,317715572559319040,276766770,wow . “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
4_48,317715624006676483,1142891905,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
4_49,317719626123448322,286427819,“ : a photo of black nurses saving the life of a kkk member . <url> ” god has a sense of humor alright.. .,0,0
4_50,317769371659419648,221082525,“ : a photo of black nurses saving the life of a kkk member . <url> ” gt ; we don't know hate ... 👏,0,0
4_51,317924719942836224,983426468,“ : a photo of black nurses saving the life of a kkk member . <url> ” deep,0,0
4_52,321642468292587520,43597806,“ : a photo of black nurses saving the life of a kkk member . <url> ” speechless,1,0
4_53,577706001480200192,244806145,the depth,0,0
5_0,318263294098030593,1098364164,a photo of black nurses saving the life of a kkk member . <url>,1284,1020
5_1,318263405154816000,911766876,wow crazy,0,0
5_2,318263929698664448,47559899,shoulda let that fuck face die rt : a photo of black nurses saving the life of a kkk member . <url>,1,0
5_3,318264061064249344,776506812,wonder what his reaction was .,0,0
5_4,318264591014588417,337467790,None,0,1
5_5,318264625906999297,61409825,“ : a photo of black nurses saving the life of a kkk member . <url> ” the irony in this .,0,0
5_6,318264666713387010,1069158402,isn't dar a gud fin ! !,0,0
5_7,318265234588565505,521352735,“ : a photo of black nurses saving the life of a kkk member . <url> ” respect,0,0
5_8,318266573758550016,232993667,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_9,318266797444976640,940794972,xd <url>,0,0
5_10,318268052342968321,58160092,woahh “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_11,318268824350769152,23136542,thats's one hell of a photo . “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_12,318269601244934144,522776273,“ : black nurses saving the life of a kkk member . <url> ” keep your friends close and your enemies closer .,0,0
5_13,318272335192924161,434706775,people could learn a lot from one picture . you have a great twitter !,0,0
5_14,318274446198722561,433723755,“ : a photo of black nurses saving the life of a kkk member . <url> ” lol,0,1
5_15,318276638934700032,283517820,“ : a photo of black nurses saving the life of a kkk member . <url> ” shame on racist twats !,0,0
5_16,318277041248165888,269434267,“ : a photo of black nurses saving the life of a kkk member . <url> ” incredible saving the lives of the enemy,1,0
5_17,318286702533824512,39313864,« a photo of black nurses saving the life of a kkk member . <url> »,0,0
5_18,318300436270555136,159313204,“ : a photo of black nurses saving the life of a kkk member . <url> ” this gives a new meaning to loving your job,0,0
5_19,318307227746308096,283307350,“ : a photo of black nurses saving the life of a kkk member . <url> ” but why ? 😂,0,0
5_20,318310645206511616,24429185,"false though , innit : <url> ( nice way to check your sources )",0,0
5_21,318324326757695489,262050584,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,1
5_22,318335816336285696,84963446,repost repost repost stahhhhhhhhp,0,0
5_23,318338606471204864,274285065,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_24,318352140609400832,333843475,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_25,318354158698782721,521846619,sike,0,1
5_26,318354826868162561,280073580,😂 😂 😂 😂 rt “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_27,318355389546639360,84820210,rt rt a photo of black nurses saving the life of a kkk member . <url>,0,0
5_28,318355665720594432,58366163,“ : a photo of black nurses saving the life of a kkk member . <url> ” this really is incredible .,0,0
5_29,318355959967784961,76475974,“ : a photo of black nurses saving the life of a kkk member . <url> ” that's...wow.. .,0,0
5_30,318357393954189312,845394672,“ : a photo of black nurses saving the life of a kkk member . <url> ” that's pretty crazy,0,1
5_31,318360991727509504,170025291,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_32,318362762235502593,771926028,i'd let him die,0,0
5_33,318362865088208896,834497996,hahahaha,0,0
5_34,318364024083472384,489627750,we're all still people ' : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_35,318365415430561793,128262278,“ : a photo of black nurses saving the life of a kkk member . <url> ” fuck that let em die,0,1
5_36,318379841470730241,151451444,“ : a photo of black nurses saving the life of a kkk member . <url> ” 😦,0,0
5_37,318380644524773376,28830979,this is powerful “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_38,318382152947490818,391479506,“ : a photo of black nurses saving the life of a kkk member . <url> ” this is the best thing ever,0,1
5_39,318387418476732417,945793165,“ : a photo of black nurses saving the life of a kkk member . <url> ” wow this is powerful,0,1
5_40,318387777148420099,432145434,“ : a photo of black nurses saving the life of a kkk member . <url> ” this is powerful,0,0
5_41,318419632593727491,110749826,“ : a photo of black nurses saving the life of a kkk member . <url> ” this is truly a deep photo,1,4
5_42,318448245930070016,192666876,“ : a photo of black nurses saving the life of a kkk member . <url> ” nice,0,0
5_43,318467639531950080,73247718,“ : a photo of black nurses saving the life of a kkk member . <url> ” phenomenal .,0,0
5_44,318490718748418048,342905307,shoulda let him die . “ : a photo of black nurses saving the life of a kkk member . <url> ”,1,0
5_45,318490882439532545,315471220,gwaf your oc,1,1
5_46,318501137294696448,175838456,“ : a photo of black nurses saving the life of a kkk member . is that 😳 😳,0,0
5_47,318569988862664705,354646768,“ : a photo of black nurses saving the life of a kkk member . <url> ” is this real... .,1,0
5_48,318586427132751872,289119468,“ : a photo of black nurses saving the life of a kkk member . <url> ” thats some cool shit .,0,0
5_49,318679510268657665,377498773,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_50,318679933532663809,416607402,wtf,0,0
5_51,318783914305024000,537386409,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,1
5_52,318893064028569601,174241012,“ : a photo of black nurses saving the life of a kkk member . <url> ” he looks like a dark chris brown,0,0
5_53,318941256375996418,266881728,“ : a photo of black nurses saving the life of a kkk member . <url> ” i will forever love this picture,1,2
5_54,319195810006958080,287725642,“ : a photo of black nurses saving the life of a kkk member . <url> ” love your enemies respect,3,0
5_55,319808698551762946,362799537,fuck this picture .,1,1
5_56,320301053394444288,19322487,“ : a photo of black nurses saving the life of a kkk member . <url> ”,0,2
5_57,320564043393929217,554691680,“ : a photo of black nurses saving the life of a kkk member . <url> ” | crazy 😕 !,0,0
5_58,320616360050831360,309166476,“ : a photo of black nurses saving the life of a kkk member . <url> ” the evidence of irony ; ),0,0
5_59,320650991865307136,60749997,“ : a photo of black nurses saving the life of a kkk member . <url> ” when has this ever happened ..... 😱,0,0
5_60,320659187799556096,458766019,“ : a photo of black nurses saving the life of a kkk member . <url> ” powerful,0,0
5_61,320786512386068480,529018997,“ : a photo of black nurses saving the life of a kkk member . <url> ” and them bitches still do us wrong. .,0,0
5_62,320890468042960896,392292047,i think they were killing him “ : a photo of black nurses saving the life of a kkk member . <url> ”,2,0
5_63,320928378138001408,444201675,dude i found your twin 😂,0,1
5_64,320935705327063041,491560098,hahaha so funny orlando,0,0
5_65,324907135890776064,123003486,stupid bitch “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_66,324907818643755009,205740888,lol rt : stupid bitch “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
5_67,324908996911837185,31271580,“ : a photo of black nurses saving the life of a kkk member . <url> ” black people for the win,0,0
5_68,324909754109530113,606260646,“ : a photo of black nurses saving the life of a kkk member . <url> ” only went in for his tonsils out : d,2,0
5_69,348938537531482112,24761956,“ : a photo of black nurses saving the life of a kkk member . <url> ” smh i wouldn't save him lol i admire them,0,0
6_0,319166636902998016,356707195,a photo of black nurses saving the life of a kkk member . <url>,299,229
6_1,319166995092348928,181851534,“ : a photo of black nurses saving the life of a kkk member . <url> ” respect,0,0
6_2,319210595608035328,446823339,“ : a photo of black nurses saving the life of a kkk member . <url> ” they were probably hella hot lol,0,1
6_3,319534744037646336,276288483,if his mind wasn't changed after that then 😳 “ : a photo of black nurses saving the life of a kkk member . <url> ”,0,0
6_4,326112642039164930,344197241,": black nurses saving the life of a kkk member <url> staring in the face of hate , they still do the right thing",0,0
6_5,333668347893915648,250867830,“ : a photo of black nurses saving the life of a kkk member . <url> ” i so would have let him die,0,0
6_6,342813796215164929,384000798,“ : a photo of black nurses saving the life of a kkk member . <url> ” that's just odd.. .,0,0
6_7,348475254194188290,44786359,“ : a photo of black nurses saving the life of a kkk member . <url> ” woah,0,0
6_8,360910050497273856,120788881,“ : a photo of black nurses saving the life of a kkk member . <url> ”,3,0
6_9,362670696876351490,851717335,“ : a photo of black nurses saving the life of a kkk member . <url> ” wow,0,0
6_10,370946489868378112,1328239561,None,0,0
6_11,375268228559552512,361373305,“ : a photo of black nurses saving the life of a kkk member . <url> ” wow ida killed him of i was a nurse lol,0,0
6_12,436028691286855681,606176174,what does this tell you ' : a photo of black nurses saving the life of a kkk member . <url> ',1,0
7_0,334722003057647616,15439395,this is just about the weirdest fetish i've ever heard of . what was he thinking of ? ( via ) <url>,447,82
7_1,334722134708453376,14837950,he just wanted an easy buzz,0,0
7_2,334722249611419648,515628334,of sweden and his duty .,0,0
7_3,334722277776187393,270589939,sounds like nobody told him about the birds and the bees .,0,0
7_4,334722279349030912,102846375,i imagine it was something along the lines of ' owowowowowowowowowaaaaa ... ',0,0
7_5,334722343186333696,46475215,we've all been there .,0,0
7_6,334722557817278465,195288276,the mind boggles. .,0,0
7_7,334722656727347200,19400190,i'm afraid it's probably a hoax : - ( <url>,0,0
7_8,334722831172632577,386966557,he understood ' fucking horny ' wrong rt : ( ... ) weirdest fetish i've ever heard of . what was he thinking of ? <url>,0,0
7_9,334722905147588608,114500185,perhaps ' the birds and the bees ' doesn't translate so well into swedish .,0,0
7_10,334723053827272704,53458160,wow.. .,0,0
7_11,334723557101797376,208775159,"what a prick.....nay , thousands.. .",0,0
7_12,334723627704528896,498500868,: hornet stings cause swelling . sweden invented the ' penis enlarging pump . ' seems obvious to me . <url> …,0,0
7_13,334723787830489089,122332490,can i get my jollies doing this ? was probably it,0,0
7_14,334723918969569280,14284559,story isn't true . <url>,1,0
7_15,334723931275657217,267418075,its not real news ... it was from a swedish satire site.. .,0,0
7_16,334724056878309377,391723359,death where is thy sting .,0,1
7_17,334724160934797312,543143031,"hmm , according to this , it isn't true ? <url> but i don't know what their sources are .",0,0
7_18,334724244481118210,347959437,its a hoax !,0,0
7_19,334724293327982592,55521971,“ : this is just about the weirdest fetish i've ever heard of . what was he thinking of ? ( via ) <url> ” mm,1,0
7_20,334724370230562816,579880171,"sorry to disappoint you , this is clearly fake . however funny .",0,0
7_21,334724608144056321,19143703,it seems to as a fake article . as this ” neighbour bertil ståhfrääs ” sounds weird . translated to eng bertil boner .,0,1
7_22,334724821646721025,8492622,hahaha ! funny but very unlikely . the neighbour's surname means ' hard-on ' . .,0,0
7_23,334725002681257984,35835330,"' right now it feels heavy and unreal . ' that's some neighbo<url>y thing to do , i feel chuffed when i accept a parcel for mine .",0,0
7_24,334725045916168192,829528429,"stååhfräs is swedish for boner , spelled in a innovative way : - )",0,2
7_25,334725327471382529,1281588786,horny for a hornet whatever next .,0,0
7_26,334725461244538880,365147722,what a way to go,0,0
7_27,334725466357379072,230219303,"the neighbour's name ståhfrääs actually means hard-on , but spelled as if it was a peer's name .",0,0
7_28,334725580211769344,132110876,' wonder if i'll get hives ' perhaps ?,0,0
7_29,334725642073550848,20519107,"what's weirder is that his neighbour thought he was a whale carcass ! in sweden , on a farm ? ? ?",0,0
7_30,334725734235009024,402619764,"name of neighbour ' ståhfrääs ' might have tipped u off if fluent in swedish . translates to hard-on , boner , erection etc .",0,1
7_31,334725901323493376,163206913,his father had not long told him about the birds n the bee's .,0,0
7_32,334726064851013632,1378152661,some people really do deserve everything they get !,0,0
7_33,334726129074196480,117528071,“ : this is just about the weirdest fetish i've ever heard of . what was he thinking of ? ( via ) <url> ” .,0,0
7_34,334726344082595841,87101060,"probably ' oww oww oww oww , aaahhhhhh '",0,0
7_35,334726451809103873,184150953,not a bees or wasps nest .. ' : this is just about the weirdest fetish i've ever heard of . ( via ) <url> ',0,0
7_36,334726594126020608,374171744,"if he wanted his member swollen , his wish was certainly fulfilled .",0,0
7_37,334726875060506625,1376962261,stephen he weas thinking of sex ! wierd sex but sex .,0,0
7_38,334726985244868608,19403462,"nope , didn't happen : <url>",0,0
7_39,334727017725562880,173143136,“ : this is just about the weirdest fetish i've ever heard of . what was he thinking of ? <url> ” wtf ! ? ! ?,0,0
7_40,334727244981354497,51505752,"what a way to go , eh ? i just hope they don't play this at his funeral : p <url> sorry",0,0
7_41,334727303206666240,117154797,i feel sick ... how stupid can anyone be ! ! !,0,0
7_42,334727489001750528,36755799,mt “ : . what was he thinking of ? ( via ) <url> ” omg ! really ?,0,0
7_43,334727603762110465,80262292,the metro are now saying the story seems to be fake - no evidence man existed .,0,0
7_44,334727857475563520,404405253,"the swedes have the strangest fetishes . closer to nature , you say ? rt : <url> ”",0,0
7_45,334728098845192192,634547384,“ : this is just about the weirdest fetish via ) <url> ” clear candidate 4 darwin awards someone nominate,0,0
7_46,334728148887408640,22770099,it is definitely a hoax . the ( swedish ) names of the people involved allude to sex .,0,0
7_47,334728679106162688,353539116,do you think it could be murder ?,0,0
7_48,334729036616056832,1017461018,"a hoax indeed , neighbour ' s name is slang for erection in swedish !",0,0
7_49,334729125812113408,716850865,i can't even ... just ... what ? ! seriously ? ! gast is officially flabbered .,0,0
7_50,334729507183398915,923954520,"considering that his neighbour's last name translates to ' boner ' , id say this is fake . ; )",0,1
7_51,334729551118733313,575309808,"meanwhile , in sweden . “ : this is just about the weirdest fetish i've ever heard of ( via ) <url> ”",0,0
7_52,334729602880659456,285494963,"yep , ' ståhfrääs ' is not a very serious name for a swede : - )",0,0
7_53,334730718058008576,82214824,don't suppose he got much of a buzz out of it,0,0
7_54,334730766422507520,55463,maybe he was just trying to get a buzz …,0,0
7_55,334731074540281856,158857971,suicide by hornet ?,0,0
7_56,334731180584869888,205628153,"' ' to attempt to have intercourse with a hornet's nest is a very bad idea , ' surely the understatement to end them all",0,0
7_57,334731301749927937,60656789,omgness thanks for sharing - i lead such a sheltered life . thank god ! !,0,0
7_58,334731363016122369,369170633,"“ : this is just about the weirdest fetish i've ever heard of <url> ” 4th last paragraph , 1st sentence",0,0
7_59,334731846644539392,269323334,it is most definitely not true . but still funny .,0,0
7_60,334732008855064577,323715572,in swedish the neighbours last name translates to ' hardon ' . so hoax ? yes propably : - ),0,0
7_61,334733365020340224,492223266,"why have i not heard of this , and i'm in sweden , and not even that far from ystad ! ? ! ?",0,0
7_62,334733775558811648,15376576,i love the ' expert quote ' they get : ' to attempt to have intercourse with a hornet's nest is a very bad idea . ',1,1
7_63,334733786602409985,73746571,judging by his neighbours reaction i reckon the poor chap was very lonely !,0,0
7_64,334733860124389376,200648374,love that the article named the neighbour ' mr hard-on ' .,0,0
7_65,334733865140756480,36345310,it is a joke . clue : the neigbour's name ståhfrääs means erection .,0,0
7_66,334733885260832768,20240824,the best way to stir up a hornet's nest ?,0,0
7_67,334733906504982528,1394706684,"i feel like making a lot of horny hornet jokes , but i won't",0,0
7_68,334734776588177408,746263484,but why did his neighbour weigh his scrotum ?,0,0
7_69,334735253941940224,556990349,sometimes natural selection does work in human beings,0,0
7_70,334735260208218112,443948879,"neighbour bertil ståhfrääs ( boner , hard-on ) in the swedish paper the psychologist was named siv underlivh ( pelvic ) : )",0,0
7_71,334735677533081600,171611273,just today we were talking about dying while doing what one loves . we were thinking about sports .,0,0
7_72,334735696843665408,130403489,i doubt that this is true considering the fact that the neighbours name is hard on in swedish : ),0,0
7_73,334735932064399362,572750777,"the semen , pubic hairs , and fingerprints on the nest were what finally pegged my incredulity gauge . good one ! !",0,0
7_74,334735972468158464,87924051,. he should be nominated for a darwin award .,0,0
7_75,334737363299344384,567172270,"metaphorically , sure we've all been where we got stung , but literally ? ? ? ! 3 months of freezing darkness , maybe a cause",0,0
7_76,334737584850874371,395799501,oh stephen !,0,0
7_77,334737731689275393,21313712,hope he came before he went !,0,0
7_78,334737765289820161,195910366,"it was a freak accident , like those chaps with vacuum cleaners ... i was just walking along in my dressing gown.. .",0,0
7_79,334738466904633345,1380374184,quote of the week - ' to attempt to have intercourse with a hornet's nest is a very bad idea ' .,0,0
7_80,334739587119316992,41610372,that's blatantly a hoax ! the neighbour's last name is swedish slang for hard-on .,0,0
7_81,334740039596650498,287103046,the neighbors last name translates to bertil hard-on .,0,0
7_82,334740052594786305,531223735,the hornet's nest was clearly begging for it .,0,0
7_83,334740070970032128,28762162,well better than a sting in the tail,0,0
7_84,334740496951955457,363858309,seeing as the neighbours ' surname would translate to ' hard-on ' ... ; ),0,0
7_85,334740626983763968,307457413,albeit sad .,0,0
7_86,334740637826027521,60721854,"some people's kids , i tell ya .",0,0
7_87,334741061903724544,28171130,"the neighbor's last name , ståfräs , is a funny swedish word for ' boner ' . guess you just learned some good-to-know swedish . ; - )",0,0
7_88,334741870901067776,1346105942,that sex expert gave good advice though . dont stick your cock inside a hornets nest . its a bad idea .,0,0
7_89,334742914599104512,253998932,his missus must be a heifer that he went for the safer option .,0,0
7_90,334743263082844160,517374646,obviously not a true story ! neighbor's name means boner.. .,0,0
7_91,334743981885906946,17464253,don't suppose a pooter savvy friend told him to get into whore-net ?,0,0
7_92,334744429401346048,519814288,my response to this is swedesarecrazy,0,0
7_93,334744544996360192,382884191,buzzing.. .,0,0
7_94,334745540166295552,1300393766,the neighbours name is bertil boner.. .,0,0
7_95,334747163273867264,564534134,"considering his neighbour's surname translates to ' erection ' , i'd agree that it's a hoax .",0,0
7_96,334747430715260928,302511470,oh deary deary me ! buzzarre !,0,0
7_97,334747800434790400,14567055,the neighbour's name is a sexual pun in swedish . it's a joke .,0,0
7_98,334748449452982272,125342906,jo tjena ' bertil ståhfrääs ' rt : “ : this is just about the weirdest fetish i've ever heard of . <url> ”,2,0
7_99,334749044331126785,21213747,' that's the weirdest fetish i can think of ' is unfortunately likely to provide tweets detailing 100 weirder ones .,0,0
7_100,334749418748268546,257198307,looks like a hoax . try <url>,0,0
7_101,334750054688628736,102408304,fav quote from the article = ' to attempt to have intercourse with a hornet's nest is a very bad idea ',0,0
7_102,334750474907549696,43165864,come on stephen we've all done it <url>,0,0
7_103,334751753427881984,401636713,“ : this is just about the weirdest fetish i've ever heard of . what was he thinking of ? ( via ) <url> ”,0,0
7_104,334753590155567105,256582662,"hard to beat . there are those who get turned on by having their own limbs amputated , luckily its a short lived obsession",0,0
7_105,334754269905420289,948585553,hillarious ! and most definitley a hoax . the neighbour's name ' ståhfrääs ' ( - the h amp ; one ä ) is slang for ' erection ' .,0,0
7_106,334755428095369216,1355547691,brilliant !,0,0
7_107,334756297008365568,364145462,"' to attempt to have intercourse with a hornet's nest is a very bad idea , ' well , i'm glad to have that cleared up .",0,0
7_108,334756346647965696,198573755,i love that ' psychologist and expert on sexual fantasies ' said ' sex with hornets nest bad idea ' - expert not needed for that !,0,0
7_109,334763595839717376,63697472,loving that stingy feeling,0,0
7_110,334764440480260096,223265942,"as a swede , i get suspicious where his neighbour is named ' standingboner ' ... .",0,0
7_111,334767121949155328,135438731,the neighbors last name ståhfrääs means a hard on.. .,0,0
7_112,334768715612712961,85686878,"actually it's not real , gotta understand swedish to get it ; )",0,0
7_113,334770532782325761,520171071,what a hoax ! the neighbour's name - ståfräs - means ' hard-on'.. .,0,0
7_114,334773000001957889,1244382830,i love that the conclusion drawn by the sex expert psychologist was having intercourse with a hornet's nest was ” a bad idea ” !,0,0
